source,date,channel,product,text,language,clean_text,topic,sentiment,annotator,confidence
CRM Tool,11/11/2025 00:00,Service Web,Motor Vehicle,unit has been sold effect cancellation,unknown,unit has been sold effect cancellation,,,,
CRM Tool,05/12/2025 00:00,Service Email,Mobile,nbspname evening my is i am writing concerning access to my m banking accountnbsp i please get accessnbspnbsp,english,evening my is i am writing concerning access to my m banking account i please get access,,,,
CRM Tool,17/11/2025 00:00,Service Email,Mobile,nbspi forgotten my passwordnbsp,unknown,forgotten my password,,,,
CRM Tool,04/11/2025 00:00,Service Email,Mobile,i want to see my balance of but i forgot my password can you help me,unknown,i want to see my balance of but i forgot my password can you help me,,,,
CRM Tool,17/11/2025 00:00,Mobile App,One Month Loan,kwa nn mnaninyima loan surely na denii need a loan now please,sheng,kwa nn mnaninyima loan surely na denii need a loan now please,,,,
CRM Tool,16/11/2025 00:00,Service Email,Bank codes and contacts,someone wants to send me money via international transferkindly help me with my swift code or how do l check my swift code using my debit card namename numberaccountnumber ididnumber namename numberphone,unknown,someone wants to send me money via international transferkindly help me with my swift code or how do l check my swift code using my debit card namename numberaccountnumber ididnumber namename numberphone,,,,
CRM Tool,04/12/2025 00:00,Service Email,Mobile,nbspname is it being difficult to reset my pass word i forgot,english,is it being difficult to reset my pass word i forgot,,,,
CRM Tool,05/11/2025 00:00,Service Email,app,number is accountnumber at email wrote number accountnumber at email wrote my is i have linked my bank cardvisato my iphone every time i try to purchase things keeps on declining,english,number is accountnumber at email wrote number accountnumber at email wrote my is i have linked my bank cardvisato my iphone every time i try to purchase things keeps on declining,,,,
CRM Tool,08/11/2025 00:00,Service Web,Central Custody Unit (CCU),confirm that the securities are held susan nyokabi cif accountnumber reg kdt x reg kdc z,english,confirm that the securities are held susan nyokabi cif accountnumber reg kdt x reg kdc z,,,,
CRM Tool,17/11/2025 00:00,Service Email,Card Authorization and Risk,afternoon kindly allow me to do a payment without receiving an otpnbsp from my account jane gatito salonicknbsp ofnbsp account number accountnumbernbsp card numbernbsp to make a payment amount of to for ticket issue urgently regards idnumber,english,afternoon kindly allow me to do a payment without receiving an otp from my account jane gatito salonick of account number accountnumber card number to make a payment amount of to for ticket issue urgently regards idnumber,,,,
CRM Tool,10/11/2025 00:00,Service Web,Credit Cards,assist activate below amex card details phone,unknown,assist activate below amex card details phone,,,,
CRM Tool,01/12/2025 00:00,Service Web,Card Authorization and Risk,assist to reset pin for this card namename ac no accountnumber card xxx,unknown,assist to reset pin for this card namename ac no accountnumber card xxx,,,,
CRM Tool,10/11/2025 00:00,Service Web,Motor Vehicle,allocate premiums for kcp v,unknown,allocate premiums for kcp v,,,,
CRM Tool,02/11/2025 00:00,Service Email,TerraPay,namenbsp you for getting back to usnbsp receiving your confirmation well promptly inform our sender partnernbsp there is any further assistance required we will reach out to you we are closing the casenbsp namename accountnumber us on linkedinnbspnbsp at am email wrote email originated outside of terrapay not click links or open attachments unless you recognize the sender and know the content is safe you requested personal assistance from our online support center is a summary of your request and our response this issue is not resolved to your satisfaction you may reopen it by replying to this email within the next days you for allowing us to be of service to you namename rw pm partnernbsp tpgofunds remitted successfully to beneficiary account see below t t tpgo terrapaynbspnbsp biramba djuma tpgo biramba djuma accountnumber s namenbsp namenbsp terrapay pm you are doing well address the senders concern regarding the noncredit of funds for the transactions mentioned below we kindly request your assistance in investigating the matter will help us confirm the transaction status with supporting evidence enabling us to respond to the sender and close the loop on their inquiry help us by providing the following details of deposit in the form of a success reference id or receipt credit timestamp your reference please find the transaction details below appreciate your support and look forward to your response let us know if you need any additional information from our side txndate nbspname msisdn ac tpgo accountnumber accountnumber biramba djuma rwf ok okaccountnumbertpgo bankac namenbsp jnbsp namenbsp email pm pm quotname contents of the email message and any attachments may contain confidential privileged proprietary or personal identifiable information is intended solely for the use of the named addressess intended recipientsname you are not an intended recipient or a person responsible for delivery to an intend recipient please notify the author and destroy this email unauthorized copying or disclosure retention or distribution of the material in this email is strictly forbiddenquot at pm email wrote email originated outside of terrapay not click links or open attachments unless you recognize the sender and know the content is safe quotname contents of the email message and any attachments may contain confidential privileged proprietary or personal identifiable information is intended solely for the use of the named addressess intended recipientsname you are not an intended recipient or a person responsible for delivery to an intend recipient please notify the author and destroy this email unauthorized copying or disclosure retention or distribution of the material in this email is strictly forbiddenquot at pm email wrote email originated outside of terrapay not click links or open attachments unless you recognize the sender and know the content is safe terrapay you for writing to us have received your message with the subjectnbspnamename rw and assigned it ticket numbernbsp for ease of referencenbspnbspname of our service staff will get back to you shortly the meantime you can track the progress of this ticket by signing up or logging into our namenbspif you already have an account let us knownbspif you experience a challenge signing up or logging in to the portal you pm pm quotname contents of the email message and any attachments may contain confidential privileged proprietary or personal identifiable information is intended solely for the use of the named addressess intended recipientsname you are not an intended recipient or a person responsible for delivery to an intend recipient please notify the author and destroy this email unauthorized copying or disclosure retention or distribution of the material in this email is strictly forbiddenquot at pm terrapay email wrote you are doing well address the senders concern regarding the noncredit of funds for the transactions mentioned below we kindly request your assistance in investigating the matter will help us confirm the transaction status with supporting evidence enabling us to respond to the sender and close the loop on their inquiry help us by providing the following details of deposit in the form of a success reference id or receipt credit timestamp your reference please find the transaction details below appreciate your support and look forward to your response let us know if you need any additional information from our side txndate nbspname msisdn ac tpgo accountnumber accountnumber biramba djuma rwf ok okaccountnumbertpgo bankac namenbsp jnbsp namenbsp email,english,name you for getting back to us receiving your confirmation well promptly inform our sender partner there is any further assistance required we will reach out to you we are closing the case namename accountnumber us on linkedin at am email wrote email originated outside of terrapay not click links or open attachments unless you recognize the sender and know the content is safe you requested personal assistance from our online support center is a summary of your request and our response this issue is not resolved to your satisfaction you may reopen it by replying to this email within the next days you for allowing us to be of service to you namename rw pm partner tpgofunds remitted successfully to beneficiary account see below t tpgo terrapay biramba djuma tpgo biramba djuma accountnumber s name name terrapay pm you are doing well address the senders concern regarding the noncredit of funds for the transactions mentioned below we kindly request your assistance in investigating the matter will help us confirm the transaction status with supporting evidence enabling us to respond to the sender and close the loop on their inquiry help us by providing the following details of deposit in the form of a success reference id or receipt credit timestamp your reference please find the transaction details below appreciate your support and look forward to your response let us know if you need any additional information from our side txndate msisdn ac tpgo accountnumber biramba djuma rwf ok okaccountnumbertpgo bankac name j name email pm quotname contents of the email message and any attachments may contain confidential privileged proprietary or personal identifiable information is intended solely for the use of the named addressess intended recipientsname you are not an intended recipient or a person responsible for delivery to an intend recipient please notify the author and destroy this email unauthorized copying or disclosure retention or distribution of the material in this email is strictly forbiddenquot at pm email wrote email originated outside of terrapay not click links or open attachments unless you recognize the sender and know the content is safe quotname contents of the email message and any attachments may contain confidential privileged proprietary or personal identifiable information is intended solely for the use of the named addressess intended recipientsname you are not an intended recipient or a person responsible for delivery to an intend recipient please notify the author and destroy this email unauthorized copying or disclosure retention or distribution of the material in this email is strictly forbiddenquot at pm email wrote email originated outside of terrapay not click links or open attachments unless you recognize the sender and know the content is safe terrapay you for writing to us have received your message with the subject rw and assigned it ticket number for ease of reference of our service staff will get back to you shortly the meantime you can track the progress of this ticket by signing up or logging into our name you already have an account let us know you experience a challenge signing up or logging in to the portal you pm quotname contents of the email message and any attachments may contain confidential privileged proprietary or personal identifiable information is intended solely for the use of the named addressess intended recipientsname you are not an intended recipient or a person responsible for delivery to an intend recipient please notify the author and destroy this email unauthorized copying or disclosure retention or distribution of the material in this email is strictly forbiddenquot at pm terrapay email wrote you are doing well address the senders concern regarding the noncredit of funds for the transactions mentioned below we kindly request your assistance in investigating the matter will help us confirm the transaction status with supporting evidence enabling us to respond to the sender and close the loop on their inquiry help us by providing the following details of deposit in the form of a success reference id or receipt credit timestamp your reference please find the transaction details below appreciate your support and look forward to your response let us know if you need any additional information from our side txndate msisdn ac tpgo accountnumber biramba djuma rwf ok okaccountnumbertpgo bankac name j name email,,,,
